Number,MainVerb,VerbCompliment,ControlNumber,PatternNumber
1033,farm,out,28%39,2%4
1034,fart,around,2%75,1
1035,fasten,on,27%201,5
1036,fasten,up,21%71,2%4
1037,fathom,out,24%125,2%4
1038,fatten,up,17%51,2%4
1039,fear,for,27%128,3
1040,feed,off,31%184,3
1041,feed,off,31%185,3
1042,feed,on,17%10,3
1043,feed,up,17%52,2%4
1044,feel,for,27%131,3
1045,feel,out,27%302,4
1046,feel,up,22%79,2%4
1047,feel,up to,17%165,3
1048,fence,in,31%89,2%4
1049,fence,off,31%207,2%4
1050,fend,off,11%11,2%4
1051,fend,off,11%12,2%4
1052,ferret,out,27%295,2%4
1053,fetch,up,24%192,1
1054,fiddle,around,2%68,1
1055,fight,back,7%34,1
1056,fight,back,8%4,2%6
1057,fight,down,8%9,2%6
1058,fight,off,11%9,2%6
1059,fight,out,24%100,24
1060,figure,on,27%257,3
1061,figure,out,24%129,2%4
1062,file,away,29%6,2%4
1063,fill,in,14%33,2%4
1064,fill,in,14%34,2%4
1065,fill,in,14%35,4
1066,fill,in,14%36,2
1067,fill,in,14%37,2%4
1068,fill,in,14%38,2%4
1069,fill,in,33%35,1
1070,fill,out,17%19,1
1071,fill,out,20%126,2%4
1072,fill,up,22%96,1
1073,fill,up,22%97,2%4
1074,fill,up,22%98,2%4
1075,fill,up,22%136,2%4
1076,fill,up,28%108,2%4
1077,film,over,12%124,1
1078,filter,out,31%227,2%4
1079,find,against,7%15,3
1080,find,for,27%143,3
1081,find,out,27%291,2%4
1082,finish,off,24%18,2%4
1083,finish,off,24%19,2%4
1084,finish,off,24%20,2%4
1085,finish,off,24%37,2%4
1086,finish,up,24%153,2%6
1087,finish,up,24%154,2%4
1088,finish,up,24%155,1
1089,finish,up,24%193,1
1090,finish,up with,24%204,3
1091,finish,with,24%207,3
1092,finish,with,24%208,3
1093,fire,away,25%57,1
1094,fire,away,25%58,1
1095,fire,off,20%29,2%6
1096,firm,up,17%39,2%4
1097,firm,up,17%40,2%4
1098,fish,for,27%135,3
1099,fish,out,13%121,2%4
1100,fit,in,30%19,1
1101,fit,in,30%20,2%4
1102,fit,in with,30%38,3
1103,fit,into,30%47,3
1104,fit,into,30%48,3
1105,fit,out,29%38,2%4
1106,fix,on,27%227,3
1107,fix,up,22%35,2%4
1108,fix,up,22%36,2%4
1109,fizzle,out,24%91,1
1110,fizzle,out,24%92,1
1111,flag,down,24%10,2%4
1112,flake,off,12%53,8
1113,flake,out,32%62,1
1114,flare,out,17%25,1
1115,flare,up,17%76,1
1116,flare,up,32%112,1
1117,flatten,out,12%99,2%4
1118,flatten,out,12%100,1
1119,flatten,out,28%82,2%4
1120,flesh,out,17%22,2%4
1121,flick,over,27%332,2%4
1122,flick,through,25%169,3
1123,fling,into,30%79,22
1124,fling,off,12%62,2%4
1125,fling,out,31%219,2%6
1126,flip,through,25%170,3
1127,flirt,with,30%136,3
1128,flirt,with,30%137,3
1129,float,around,2%34,1
1130,float,around,5%10,8
1131,flood,in,14%28,1
1132,flood,into,14%164,3
1133,flood,out,31%239,2%4
1134,flop,around,1%11,1
1135,flop,down,15%101,1
1136,flounder,around,1%12,1
1137,flounder,around,2%48,8
1138,flow,from,20%20,3
1139,flow,over,32%79,3
1140,fluff,out,17%26,2%4
1141,fluff,up,22%151,2%4
1142,flunk,out,31%248,1
1143,flush,out,13%56,2%4
1144,flutter,around,2%32,8
1145,flutter,down,15%44,1
1146,fly,at,7%21,3
1147,fly,in,14%41,1
1148,fly,in,14%42,2%4
1149,fly,out,13%39,2%4
1150,fly,out,13%40,1
1151,fob,off,11%15,2%4
1152,foist,on,27%199,5
1153,fold,into,14%201,5
1154,fold,up,21%75,2%4
1155,fold,up,24%168,20
1156,fold,up,24%169,1
1157,fold,up,24%170,2%4
1158,follow,out,24%131,2%4
1159,follow,through,25%177,1
1160,follow,up,17%149,2%4
1161,fool,around,2%66,1
1162,fool,around,2%67,1
1163,fool,around with,30%14,3
1164,force,back,8%5,2%6
1165,force,into,10%20,5
1166,force,on,10%40,5
1167,forge,ahead,25%10,1
1168,fork,out,28%61,9
1169,form,up,29%99,17
1170,foul,up,22%13,2%4
1171,freak,out,32%64,1
1172,freak,out,32%63,4
1173,freeze,out,13%51,2%4
1174,freeze,over,12%129,1
1175,freeze,up,22%103,1
1176,freshen,up,22%55,20
1177,frig,around,2%73,1
1178,frighten,away,4%39,2%4
1179,frighten,into,10%21,5
1180,frighten,off,9%67,2%4
1181,frighten,out of,10%61,5
1182,fritter,away,25%33,2%4
1183,frost,over,12%130,1
1184,frost,up,22%110,1
1185,frown,on,27%226,3
1186,fry,up,22%48,2%6
1187,fuck,around,2%78,1
1188,fuck,around,2%79,4
1189,fuck,off,4%75,1
1190,fuck,up,22%16,2%4
1191,fuss,over,27%330,3
1192,gad,around,2%40,1
1193,gain,on,3%52,3
1194,gamble,away,18%14,2%4
1195,gamble,on,27%243,3
1196,gamble,on,27%244,3
1197,gang,up,30%111,1
1198,gang,up on,7%82,3
1199,gather,around,27%24,8
1200,gather,in,29%28,2%4
1201,gather,up,29%78,2%4
1202,gear,to,33%70,5
1203,gen,up,17%140,1
1204,get,about,2%2,1
1205,get,above,16%1,10
1206,get,across,27%2,2%4
1207,get,across,27%3,1
1208,get,ahead,25%4,1
1209,get,along,4%1,1
1210,get,along,25%21,1
1211,get,along,30%8,1
1212,get,around,2%22,1
1213,get,around,2%23,1
1214,get,around,9%5,3
1215,get,around,10%10,3
1216,get,around to,23%2,3
1217,get,at,7%22,3
1218,get,at,27%43,3
1219,get,at,27%44,3
1220,get,away,4%16,1
1221,get,away,4%17,1
1222,get,away,4%18,1
1223,get,away,4%19,1
1224,get,away,4%20,1
1225,get,away,31%68,1
1226,get,away from,31%70,3
1227,get,away with,4%40,3
1228,get,away with,4%41,3
1229,get,back,2%99,1
1230,get,back,7%32,4
1231,get,back,26%1,1
1232,get,back,26%28,2%4
1233,get,back at,7%38,3
1234,get,back into,26%77,3
1235,get,back to,26%87,3
1236,get,back to,26%88,3
1237,get,behind,5%33,1
1238,get,behind,5%34,3
1239,get,by,2%107,8
1240,get,by,3%17,1
1241,get,down,1%29,1
1242,get,down,1%30,1
1243,get,down,8%14,4
1244,get,down,15%54,2%4
1245,get,down,18%59,4
1246,get,down to,27%79,3
1247,get,in,3%35,1
1248,get,in,14%11,1
1249,get,in,14%12,1
1250,get,in,14%13,1
1251,get,in,14%14,2%4
1252,get,in,14%46,2%4
1253,get,in,14%79,2%4
1254,get,in on,30%36,3
1255,get,in with,30%44,3
1256,get,into,14%144,3
1257,get,into,14%145,3
1258,get,into,14%146,3
1259,get,into,23%22,2
1260,get,into,30%56,5
1261,get,into,30%57,3
1262,get,into,30%58,5
1263,get,into,30%75,3
1264,get,off,4%84,4
1265,get,off,4%85,4
1266,get,off,5%61,8
1267,get,off,5%62,18
1268,get,off,9%81,1
1269,get,off,12%17,8
1270,get,off,12%18,8
1271,get,off,12%60,4
1272,get,off,24%45,1
1273,get,off,24%49,2
1274,get,off,24%50,3
1275,get,off,32%35,1
1276,get,off,32%36,1
1277,get,off,32%37,1
1278,get,on,21%23,2%4
1279,get,on,23%57,2
1280,get,on,25%99,1
1281,get,on,25%100,1
1282,get,on,25%101,1
1283,get,on,25%102,1
1284,get,on,30%81,1
1285,get,on,30%82,3
1286,get,on at,7%63,3
1287,get,on for,17%12,3
1288,get,onto,27%280,3
1289,get,onto,27%281,3
1290,get,onto,27%282,3
1291,get,out,4%111,1
1292,get,out,4%112,4
1293,get,out,9%94,1
1294,get,out,13%16,1
1295,get,out,13%17,1
1296,get,out,20%76,4
1297,get,out,20%108,2%4
1298,get,out,31%256,4
1299,get,out of,9%101,3
1300,get,out of,10%62,5
1301,get,out of,24%139,3
1302,get,over,3%63,1
1303,get,over,25%149,3
1304,get,over,25%150,3
1305,get,over,27%317,4
1306,get,over with,24%141,4
1307,get,through,24%143,3
1308,get,through,24%144,1
1309,get,through,24%145,3
1310,get,through,25%178,3
1311,get,through,25%197,3
1312,get,through with,25%209,3
1313,get,to,3%70,4
1314,get,to,23%70,11
1315,get,to,27%354,3
1316,get,together,29%51,2%4
1317,get,together,30%94,1
1318,get,together,32%97,7
1319,get,together,32%98,4
1320,get,up,1%67,1
1321,get,up,1%68,1
1322,get,up,19%45,20
1323,get,up,22%49,2%4
1324,get,up to,17%166,3
1325,ginger,up,17%93,2%4
1326,give,away,19%2,7
1327,give,away,19%3,2%4
1328,give,away,31%19,2%4
1329,give,away,31%20,4
1330,give,back,26%49,2%4
1331,give,in,8%49,1
1332,give,in,14%89,2%4
1333,give,off,20%39,2
1334,give,off,20%40,2
1335,give,onto,6%36,3
1336,give,out,20%97,2
1337,give,out,24%109,1
1338,give,out,28%28,2%4
1339,give,over to,28%95,12
1340,give,over to,28%96,23
1341,give,up,24%158,25
1342,give,up,24%159,2%4
1343,give,up,24%160,2%4
1344,give,up,24%161,7
1345,give,up,24%162,2%6
1346,give,up,28%97,2
1347,give,up on,24%202,3
1348,glance,off,12%20,8
1349,glaze,over,12%123,1
1350,glory,in,27%160,3
1351,gloss,over,12%114,3
1352,go,about,2%1,8
1353,go,after,2%13,3
1354,go,against,7%1,3
1355,go,against,7%2,3
1356,go,against,7%3,3
1357,go,ahead,25%1,1
1358,go,ahead,25%2,1
1359,go,ahead,25%3,1
1360,go,along,25%18,1
1361,go,along,25%19,8
1362,go,along,25%20,1
1363,go,along,30%3,1
1364,go,along,30%4,1
1365,go,around,2%24,14
1366,go,around,2%25,11
1367,go,around,2%26,1
1368,go,around,2%27,8
1369,go,around,2%92,8
1370,go,around,3%8,1
1371,go,around,9%6,3
1372,go,around,28%13,8
1373,go,around with,30%10,3
1374,go,at,27%41,3
1375,go,away,4%12,1
1376,go,away,4%13,1
1377,go,back,26%47,1
1378,go,back on,26%80,3
1379,go,back over,26%82,3
1380,go,back to,26%84,3
1381,go,back to,26%85,3
1382,go,back to,26%86,3
1383,go,before,19%8,3
1384,go,below,15%1,1
1385,go,beyond,17%1,3
1386,go,by,3%13,1
1387,go,by,9%52,8
1388,go,by,27%67,3
1389,go,down,1%32,1
1390,go,down,8%23,1
1391,go,down,15%11,1
1392,go,down,15%12,4
1393,go,down,15%13,1
1394,go,down,15%14,1
1395,go,down,15%15,1
1396,go,down,15%16,14
1397,go,down,15%58,14
1398,go,down,15%61,1
1399,go,down,15%76,1
1400,go,down,18%19,1
1401,go,down as,33%16,2
1402,go,down on,3%20,3
1403,go,down with,15%133,3
1404,go,for,27%95,3
1405,go,for,27%96,3
1406,go,for,27%147,3
1407,go,for,33%22,3
1408,go,forth,4%45,1
1409,go,forward,2%109,1
1410,go,forward,2%110,1
1411,go,forward,20%13,1
1412,go,in,14%67,1
1413,go,in for,27%170,3
1414,go,in for,27%171,3
1415,go,in for,27%172,3
1416,go,in with,30%43,3
1417,go,into,14%154,3
1418,go,into,14%155,3
1419,go,into,14%156,3
1420,go,into,23%25,2
1421,go,into,23%26,2
1422,go,into,27%184,3
1423,go,into,30%50,3
1424,go,into,32%14,2
1425,go,off,20%30,1
1426,go,off,20%31,1
1427,go,off,24%34,14
1428,go,off,24%58,3
1429,go,off,24%59,1
1430,go,off,31%194,1
1431,go,off,31%195,14
1432,go,off,32%45,1
1433,go,off,32%46,1
1434,go,off,32%47,3
1435,go,off with,4%93,3
1436,go,off with,4%94,3
1437,go,on,10%31,1
1438,go,on,21%36,1
1439,go,on,23%51,3
1440,go,on,25%90,11
1441,go,on,25%91,26
1442,go,on,25%92,1
1443,go,on,25%93,1
1444,go,on,25%94,1
1445,go,on,25%95,1
1446,go,on,27%223,1
1447,go,on,27%245,3
1448,go,on,27%246,3
1449,go,on,27%272,23
1450,go,on for,17%11,3
1451,go,on with,25%120,3
1452,go,out,4%106,1
1453,go,out,13%3,1
1454,go,out,13%4,1
1455,go,out,13%5,1
1456,go,out,20%99,1
1457,go,out,24%77,1
1458,go,out,24%110,14
1459,go,out of,31%279,3
1460,go,over,27%316,14
1461,go,over,27%334,3
1462,go,over,32%89,1
1463,go,overboard,17%29,1
1464,go,round,2%129,1
1465,go,through,2%130,3
1466,go,through,24%146,1
1467,go,through,25%153,3
1468,go,through,25%154,3
1469,go,through,25%155,2
1470,go,through,25%179,3
1471,go,through,25%206,1
1472,go,through with,25%208,3
1473,go,together,30%87,1
1474,go,together,30%88,1
1475,go,towards,29%62,3
1476,go,under,8%69,1
1477,go,under,12%137,8
1478,go,up,3%72,1
1479,go,up,16%6,1
1480,go,up,16%7,1
1481,go,up,16%8,1
1482,go,up,16%9,1
1483,go,up,17%128,1
1484,go,up,20%157,1
1485,go,up,22%41,1
1486,go,up,22%126,14
1487,go,up,22%127,1
1488,go,up against,6%50,3
1489,go,with,30%133,3
1490,go,with,30%134,3
1491,go,with,30%135,3
1492,go,without,5%88,3
1493,goad,into,10%22,16
1494,goad,on,10%37,2%4
1495,gobble,down,15%67,2%4
1496,gobble,up,24%200,2%4
1497,gobble,up,24%201,2
1498,goof,off,9%82,1
1499,grab,at,27%48,3
1500,grasp,at,27%49,3
1501,grass,over,12%122,2%6
1502,grind,away,25%46,1
1503,grind,down,8%29,2%4
1504,grind,down,12%7,2%4
1505,grind,on,25%84,1
1506,grind,out,20%122,2%4
1507,grind,out,24%81,2%4
1508,grind,up,22%32,2%4
1509,grow,apart,31%2,1
1510,grow,away from,31%69,3
1511,grow,into,14%157,3
1512,grow,into,30%65,3
1513,grow,on,32%57,3
1514,grow,out of,20%141,2
1515,grow,out of,24%140,3
1516,grow,out of,31%280,3
1517,grow,up,17%146,1
1518,grow,up,17%147,1
1519,grow,up on,17%157,3
1520,guard,against,11%2,3
1521,guess,at,27%46,3
1522,gulp,down,15%68,2%4
1523,gun,for,27%101,3
1524,hack,down,15%93,2%4
1525,hack,off,31%128,2%4
1526,hack,through,2%140,3
1527,hail,as,33%8,5
1528,hail,from,20%18,2
1529,ham,up,22%89,24
1530,hammer,away,25%43,1
1531,hammer,out,20%58,2%4
1532,hand,back,26%58,19
1533,hand,back,26%59,4
1534,hand,down,15%10,2%4
1535,hand,down,15%129,2%4
1536,hand,in,14%88,2%4
1537,hand,on,25%115,2%4
1538,hand,out,28%25,2%4
1539,hand,out,28%26,2%4
1540,hand,over,28%91,2%4
1541,hand,over,28%92,9%4
1542,hand,over,28%93,1
1543,hand,to,27%359,28
1544,hang,around,2%50,1
1545,hang,around,2%51,8
1546,hang,around,5%11,1
1547,hang,around,5%12,8
1548,hang,around with,30%11,3
1549,hang,back,5%24,1
1550,hang,back,5%25,1
1551,hang,back,9%47,1
1552,hang,on,5%66,1
1553,hang,on,25%88,1
1554,hang,on,27%215,5
1555,hang,out,5%74,1
1556,hang,out,13%101,2%4
1557,hang,together,29%56,1
1558,hang,together,30%96,1
1559,hang,up,21%109,2%4
1560,hang,up,21%110,1
1561,hang,up on,24%203,3
1562,hanker,after,27%6,3
1563,hanker,for,27%85,3
1564,happen,along,3%3,1
1565,happen,on,6%20,3
1566,harden,to,11%25,23
1567,hare,off,4%62,1
1568,hark,back to,26%89,3
1569,harp,on,27%212,3
1570,hash,over,26%94,2
1571,hatch,out,13%78,1
1572,haul,in,14%20,2%4
1573,haul,off,31%145,2%4
1574,haul,up,19%40,23
1575,have,against,7%10,5
1576,have,back,26%60,4
1577,have,in,14%15,4
1578,have,off,5%59,18
1579,have,off,5%60,37
1580,have,off,24%44,1
1581,have,on,10%49,4
1582,have,on,21%30,2%4
1583,have,on,25%119,4
1584,have,out,7%70,4%24
1585,have,out,13%30,4
1586,have,out,24%101,24
1587,hawk,around,2%54,2%4
1588,head,back,26%4,1
1589,head,for,27%100,3
1590,head,into,3%48,3
1591,head,off,4%54,1
1592,head,off,11%23,2%6
1593,head,off,11%24,2%4
1594,head,towards,27%379,3
1595,heal,over,12%131,1
1596,heap,on,12%87,21
1597,heap,up,29%92,2%4
1598,hear,from,20%16,3
1599,hear,of,27%190,3
1600,hear,out,24%102,4
1601,heat,up,17%68,1
1602,heat,up,17%69,2%4
1603,hedge,against,11%3,3
1604,hedge,in,31%90,4
1605,heel,over,1%58,1
1606,help,along,10%2,4
1607,help,off with,31%218,5
1608,help,on with,21%42,5
1609,help,out,24%119,17
1610,help,up,16%56,2%4
1611,hem,in,31%96,2%4
1612,hem,in,31%97,2%4
1613,herd,together,29%60,2%4
1614,hide,away,29%25,2%4
1615,hide,behind,5%30,3
1616,hide,from,31%81,3
1617,hide,from,31%82,3
1618,hide,out,31%278,1
1619,hide,up,31%305,1
1620,hike,up,17%126,2%4
1621,hinge,on,27%231,3
1622,hire,out,28%31,2%4
1623,hit,at,7%24,3
1624,hit,at,27%52,3
1625,hit,back,7%33,1
1626,hit,off,32%53,24
1627,hit,on,6%24,3
1628,hit,out,7%67,1
1629,hive,off,31%199,2%4
1630,hoard,away,29%21,2%4
1631,hoard,up,29%68,2%4
1632,hoke,up,17%98,2%4
1633,hold,against,27%15,5
1634,hold,back,5%26,4
1635,hold,back,8%6,2%4
1636,hold,back,8%7,2%4
1637,hold,back,8%8,20
1638,hold,back,26%17,2%4
1639,hold,back,26%18,2%4
1640,hold,down,8%15,2%4
1641,hold,down,8%16,2%4
1642,hold,down,8%17,2%4
1643,hold,down,8%18,2%4
1644,hold,down,18%29,2%4
1645,hold,forth,20%5,1
1646,hold,in,8%46,2%4
1647,hold,in,8%47,2%4
1648,hold,off,9%74,1
1649,hold,off,9%75,9
1650,hold,off,11%19,2%4
1651,hold,on,21%37,1
1652,hold,on,25%89,1
1653,hold,out,25%123,1
1654,hold,out,25%124,1
1655,hold,out,27%305,2%4
1656,hold,out,27%306,2%4
1657,hold,out,28%49,2
1658,hold,out for,25%140,3
1659,hold,out on,9%103,3
1660,hold,over,8%58,5
1661,hold,over,25%147,2%4
1662,hold,to,21%46,5
1663,hold,to,27%372,3
1664,hold,together,30%97,1
1665,hold,up,11%31,1
1666,hold,up,16%53,2%4
1667,hold,up,16%57,2%4
1668,hold,up,22%91,2%4
1669,hold,up,31%302,2%4
1670,hold,up as,19%47,5
1671,hole,up,31%303,1
1672,home,in on,27%175,3
1673,home,in on,27%176,3
1674,hook,up,21%64,2%4
1675,hook,up,21%65,2%4
1676,hoot,down,8%35,2%4
1677,hoot,off,4%91,15%2
1678,hop,off,4%73,1
1679,hope,for,27%134,3
1680,horn,in,30%29,1
1681,horse,around,2%71,1
1682,hose,down,12%13,2%4
1683,hose,out,13%113,2%4
1684,hot,up,17%67,1
1685,hound,out,13%53,4
1686,howl,down,8%36,2%4
1687,huddle,around,27%25,8
1688,huddle,down,1%36,1
1689,huddle,together,30%95,1
1690,huddle,up,6%43,1
1691,hunger,after,27%8,3
1692,hunger,for,27%84,3
1693,hunker,down,15%107,1
1694,hunt,down,6%6,2%4
1695,hunt,out,27%293,2%4
1696,hunt,up,29%82,2%4
1697,hurl,around,2%90,4
1698,hurry,on,25%107,1
1699,hurry,on,25%108,1
1700,hurry,up,10%72,4
1701,hush,up,24%183,1
1702,hush,up,31%310,2%4
1703,hype,up,17%104,2%4
1704,hype,up,17%105,2%4
1705,ice,over,12%128,1
1706,ice,up,22%106,1
1707,idle,around,5%16,8
1708,idle,away,25%35,2%4
1709,impinge,on,6%33,3
1710,impose,on,6%32,3
1711,impress,on,10%45,3
1712,impress,on,12%92,22
1713,impress,on,12%93,16
1714,improve,on,17%4,3
1715,impute,to,27%351,5
1716,include,in,14%118,5
1717,indulge,in,27%161,3
1718,inform,of,27%189,5
1719,infringe,on,6%31,3
1720,ink,in,14%133,2%4
1721,inquire[enquire],after,27%14,3
1722,inquire[enquire],into,27%181,3
1723,insist,on,27%208,3
1724,insure,against,11%5,29
1725,interfere,with,30%149,3
1726,interfere,with,30%150,3
1727,intrude,on,6%34,3
1728,inure,to,11%26,23
1729,inure,to,11%27,5
1730,inveigh,against,7%7,3
1731,invite,in,14%18,4
1732,invite,out,13%29,4
1733,invite,over,3%66,4
1734,iron,out,28%83,2%4
1735,itch,for,27%82,3
1736,jab,at,27%53,3
1737,jack,off,24%40,1
1738,jack,up,16%47,2%4
1739,jack,up,17%138,2%4
1740,jam,on,12%96,2%4
1741,jam,up,6%44,23
1742,jazz,up,17%96,2%4
1743,jerk,off,9%83,1
1744,jerk,off,24%43,2%4
1745,jerk,out,20%114,2%6
1746,jib,at,9%19,3
1747,jockey,for,27%94,3
1748,join,in,30%23,8
1749,join,up,30%101,1
1750,join,up,30%102,1
1751,jolly,along,10%1,4
1752,jot,down,15%51,2%4
1753,jumble,up,22%3,2%4
1754,jump,at,27%50,3
1755,jump,on,7%49,3
1756,jump,out at,19%25,3
1757,jump,up,1%70,1
1758,jut,out,13%124,1
1759,keel,over,1%59,1
1760,keel,ahead,5%2,1
1761,keep,at,25%31,3
1762,keep,away,9%36,2%4
1763,keep,away,9%37,1
1764,keep,away,9%38,4
1765,keep,back,5%27,16
1766,keep,back,8%3,2%6
1767,keep,back,26%19,2%4
1768,keep,back,26%20,2%4
1769,keep,down,1%38,1
1770,keep,down,1%39,4
1771,keep,down,8%10,2%4
1772,keep,down,8%11,2%4
1773,keep,down,18%25,2%4
1774,keep,from,9%58,11
1775,keep,from,10%15,5
1776,keep,from,31%83,5
1777,keep,in,5%53,2%4
1778,keep,in,5%54,1
1779,keep,in with,30%45,3
1780,keep,off,9%71,3
1781,keep,off,9%72,1
1782,keep,off,9%73,3
1783,keep,off,11%22,2%4
1784,keep,off,12%58,3
1785,keep,on,5%65,4
1786,keep,on,27%224,1
1787,keep,on at,7%64,3
1788,keep,out of,9%100,3
1789,keep,to,5%78,3
1790,keep,to,27%369,3
1791,keep,to,27%370,29
1792,keep,up,5%82,4
1793,keep,up,11%32,2%4
1794,keep,up,17%150,1
1795,keep,up,17%151,1
1796,keep,up,17%152,2%4
1797,keep,up,17%153,2%4
1798,keep,up,17%154,1
1799,key,up,32%108,23
1800,kick,against,7%5,3
1801,kick,around,2%86,4
1802,kick,around,5%9,8
1803,kick,back,26%25,2
1804,kick,down,15%99,2%4
1805,kick,in,14%136,2%4
1806,kick,off,12%71,2%4
1807,kick,out,13%59,2%4
1808,kick,out against,7%74,3
1809,kick,up,16%42,2%4
1810,kick,up,22%153,2
1811,kill,off,24%66,2%4
1812,kip,down,15%105,1
1813,kiss,away,9%25,4
1814,kit,out,29%34,4
1815,kneel,down,1%33,1
1816,knock,around,2%38,8
1817,knock,around,5%8,8
1818,knock,around with,30%12,3
1819,knock,back,1%18,2%4
1820,knock,back,26%73,16
1821,knock,down,8%33,2%4
1822,knock,down,15%94,2%4
1823,knock,down,15%95,2%4
1824,knock,down,15%96,2%4
1825,knock,down,18%41,2%4
1826,knock,down,18%42,4
1827,knock,down,18%43,16
1828,knock,off,20%42,2%4
1829,knock,off,24%70,2%4
1830,knock,off,24%71,2%6
1831,knock,off,31%119,15
1832,knock,off,31%130,15%2
1833,knock,off,31%150,2%4
1834,knock,out,13%51,2%4
1835,knock,out,20%121,2%4
1836,knock,out,32%70,2%4
1837,knock,up,22%40,2%4
1838,knock,up,22%90,2%4
1839,knock,up,23%94,1
1840,know,as,33%11,2
1841,know,of,27%196,3
1842,knuckle,down,23%6,1
1843,knuckle,under,8%65,1
1844,labour[labor],under,8%70,2
1845,labour[labor],under,8%71,2
1846,lace,up,21%61,2%4
1847,ladle,out,13%90,2%4
1848,lag,behind,5%42,8
1849,lam,into,7%41,3
1850,land,in,3%39,16
1851,land,up,24%191,1
1852,land,with,28%128,5
1853,lap,up,22%119,2%4
1854,lap,up,22%120,2%4
1855,lapse,into,32%15,2
1856,lark,about,2%3,1
1857,lash,down,15%43,1
1858,lash,down,21%3,2%4
1859,lash,out,7%65,1
1860,lash,out,7%66,1
1861,lash,out,28%24,1
1862,last,out,25%125,2%4
1863,last,out,25%126,2%4
1864,last,out,25%127,9
1865,laugh,at,27%32,3
1866,laugh,off,9%62,2%4
1867,launch,into,23%33,3
1868,lavish,on,12%89,21
1869,lay,about,2%6,3
1870,lay,about,2%7,13
1871,lay,aside,9%14,2%4
1872,lay,aside,24%2,2%4
1873,lay,before,19%4,5
1874,lay,by,29%26,2%4
1875,lay,down,1%44,7
1876,lay,down,15%59,2%6
1877,lay,down,15%117,2%4
1878,lay,down,15%118,2%4
1879,lay,down,15%119,23
1880,lay,down,15%120,2%4
1881,lay,down,15%121,2
1882,lay,in,29%29,2%4
1883,lay,into,7%39,3
1884,lay,into,7%40,3
1885,lay,off,24%38,1
1886,lay,off,31%166,2%4
1887,lay,on,12%74,4
1888,lay,on,12%75,5
1889,lay,on,12%76,24
1890,lay,on,12%77,21
1891,lay,on,20%48,2%4
1892,lay,out,28%23,2%18
1893,lay,out,28%51,2%4
1894,lay,out,32%71,2%4
1895,lay,up,29%67,2%4
1896,lay,up,29%83,2%4
1897,lay,up,29%84,23
1898,lay,up,29%85,2%4
1899,laze,around,5%15,8
1900,lead,away,4%37,2%4
1901,lead,away,32%11,18%4
1902,lead,in,23%12,1
1903,lead,off,4%92,1
1904,lead,off,31%196,1
1905,lead,on,10%36,4
1906,lead,up to,3%90,3
1907,lead,up to,3%91,3
1908,leaf,through,25%175,3
1909,leak,out,13%76,1
1910,lean,on,10%44,3
1911,lean,on,27%263,3
1912,lean,out,13%126,1
1913,lean,over,1%64,8
1914,leap,at,27%51,3
1915,leap,on,7%50,3
1916,leap,out,13%15,1
1917,leap,out at,19%26,3
1918,leave,aside,9%16,2%4
1919,leave,behind,5%37,2%4
1920,leave,behind,5%38,2%4
1921,leave,behind,5%39,4
1922,leave,behind,5%40,4
1923,leave,off,12%59,4
1924,leave,off,31%116,15
1925,leave,out,31%251,2%4
1926,leave,over,5%75,23
1927,lend,out,28%32,2%4
1928,let,down,15%34,2%4
1929,let,down,18%26,2%4
1930,let,down,18%27,2%4
1931,let,in,14%22,2%4
1932,let,in,14%23,2%4
1933,let,in for,27%173,5
1934,let,in for,27%174,22
1935,let,in on,30%37,5
1936,let,into,14%172,5
1937,let,into,14%173,5
1938,let,into,30%62,5
1939,let,off,20%32,2%4
1940,let,off,20%33,1
1941,let,off,31%172,4
1942,let,off,31%173,4
1943,let,off,31%174,4
1944,let,on,32%56,1
1945,let,out,9%88,4
1946,let,out,13%123,2%4
1947,let,out,17%28,2%4
1948,let,out,20%77,2%6
1949,let,out,20%78,2%4
1950,let,out,28%34,2%4
1951,let,through,2%141,15
1952,let,up,18%124,1
1953,level,against,7%9,5
1954,level,at,7%23,5
1955,level,off,18%90,1
1956,level,out,12%101,2%4
1957,level,out,18%110,1
1958,level,up,28%117,2%4
1959,level,with,30%170,3
1960,lick,up,22%121,2%4
1961,lie,ahead,25%11,1
1962,lie,around,5%4,8
1963,lie,around,5%5,8
1964,lie,back,1%22,1
1965,lie,before,5%28,3
1966,lie,behind,5%41,3
1967,lie,down,1%40,1
1968,lie,in,5%56,1
1969,lie,in,33%29,2
1970,lie,together,30%91,1
1971,lie,up,29%86,1
1972,lie,with,5%84,3
1973,lift,off,4%60,1
1974,lift,up,1%79,7
1975,lift,up,16%51,2%4
1976,lift,up,22%143,2
1977,light,on,6%26,3
1978,light,out,4%110,1
1979,light,up,17%77,1
1980,light,up,19%37,2%4
1981,light,up,32%111,1
1982,liken,to,33%67,5
1983,line,up,29%96,2%4
1984,line,up,29%97,1
1985,line,up behind,30%114,3
1986,linger,on,25%96,1
1987,link,up,30%103,1
1988,link,up,30%104,2%4
1989,listen,in,14%50,1
1990,listen,out,27%286,1
1991,live,by,27%68,3
1992,live,down,8%20,2%4
1993,live,for,27%105,3
1994,live,in,5%48,1
1995,live,off,31%187,3
1996,live,off,31%188,3
1997,live,on,27%236,3
1998,live,out,24%106,2
1999,live,out,25%128,2
2000,live,through,25%185,3
2001,live,together,30%89,1
2002,live,together,30%90,1
2003,live,up,17%108,24
